"","motive","times"
"10172","The specific motive is unknown; however, the district police chief stated that the attack occurred because the Achik National Volunteer Council-B (ANVC-B) had failed to extort money from the victim.",1
"10173","The specific motive is unknown; however, the editor of the newspaper believed that the attack may have been in response to a recent piece highlighting the illicit goods trade. However, police sources claimed that the blast was meant to terrorize the local community, media outlets, and businesses.",1
"10174","The specific motive is unknown; however, the explosions occurred near demonstrations for International Women's Day.",1
"10175","The specific motive is unknown; however, the father of the abducted children posited that the abduction was carried out in order to coerce him to convert back to Islam.",1
"10176","The specific motive is unknown; however, the Garo National Liberation Army (GNLA) suspected that the victim was a police informer responsible for security forces' raids conducted on their hideouts.",1
"10177","The specific motive is unknown; however, the group who carried out the attack is known for fighting against what they perceive as political and economic ignorance of the Afar region of Ethiopia.",1
"10178","The specific motive is unknown; however, the gunmen implied that they had a goal of eradicating everyone who was 'transgressing against God' in Kano.",1
"10179","The specific motive is unknown; however, the head of the family whose cars were set on fire speculated that they were targeted because two members of the family work for the police.",1
"10180","The specific motive is unknown; however, the Imam of the mosque stated the attack was perpetrated to increase sectarian conflict within the camp.",1
"10181","The specific motive is unknown; however the incident occurred during a series of events which became known as the ""Seven Weeks Revolt,"" held by local activists.",1
"10182","The specific motive is unknown; however the incident occurred in the midst of several fire bombings of mosques on the West Coast",1
"10183","The specific motive is unknown; however, the interior minister speculated that Germany may have been targeted because the country is a major contributor of military forces in Afghanistan.",1
"10184","The specific motive is unknown; however, the kidnappers may have been seeking ransom.",1
"10185","The specific motive is unknown; however, the kidnappers, whom sources believed to belong to the National Liberation Front of Tripura (NLFT), demanded Rs 5 crore in ransom. Note: The incident summary states that the outcome for the third victim is unknown, but an article attached to the incident states that he was released in March 2014.",1
